life-insurance	idx_8975 idx_28526 idx_76 idx_1039 idx_448 idx_136 idx_2111 idx_8641	1084 20252 13977 3963	9709 27357 23787 11796 23061 13881 1570 14774 25023 2066 2935 13883 9429 22095 2752 16097 9374 10107 14782 19384 23342 19502 9077 21381 25982 14353 21830 8367 16632 20803 4460 4598 13530 7532 22714 6856 12634 24767 1150 15269 643 7558 13427 21887 15471 24048 1258 23425 18200 5640 6117 20118 10771 10254 20715 9839 6438 21130 24413 23273 24005 18048 632 11562 775 15616 22531 25807 20996 22320 18750 9513 23584 12729 7541 21776 14032 23995 18356 10595 15325 20987 17493 27244 25079 10406 21873 12436 7669 5644 25718 1425 4659 26072 4006 19554 24016 6045 6721 23441
auto-insurance	idx_3189 idx_3815 idx_1987 idx_4348 idx_136 idx_15312 idx_4237 idx_68427 idx_8641	3985	14515 17622 8539 11236 1997 11286 7534 3985 18467 5663 10581 16269 23111 9517 14022 8154 3007 4769 21907 17100 6077 26380 26451 6220 2451 10797 2568 19628 11328 64 6155 19599 23378 12323 2556 20093 15057 6391 4393 9440 16889 264 6982 12039 14880 18938 25365 22149 5464 15535 23543 16905 19172 23321 6497 16825 22090 4811 25832 12571 20532 4435 15027 24085 21088 14469 24852 22382 14010 7996 23012 9423 17855 26293 17712 19961 3041 8952 1609 6389 12883 3371 1311 13692 7392 7383 26190 6027 6149 4839 24497 23132 786 9912 8194 22387 6593 21466 17405 5351
health-insurance	idx_1632 idx_510 idx_7496 idx_441 idx_136 idx_862 idx_66102 idx_8641	8585 1961	20229 14618 22908 16052 15523 14914 14466 16088 8129 26799 17714 17730 19489 944 24012 14036 27018 8815 7890 903 4105 18514 19509 847 25527 25353 27177 10687 1330 27092 26904 11506 10253 11166 24664 20828 24715 14027 18521 8561 15955 22203 508 7929 19671 14928 11274 12843 520 2120 7219 22687 17099 18385 2355 8008 874 2875 8377 3760 12108 15198 16310 17235 21361 25103 25919 26011 27143 8383 16026 22248 27163 15399 10742 18246 1768 8585 17769 7826 23351 14699 15919 20524 5805 4395 12166 526 9912 16692 22234 16215 5262 22097 1229 635 14610 3938 15003 5898
disability-insurance	idx_3019 idx_382 idx_5086 idx_8080 idx_31 idx_432 idx_136 idx_8641	26054	14450 6112 886 18743 4922 23323 11947 4926 5302 15713 18158 4222 9334 16676 13575 17423 24952 8114 2016 17540 5052 6820 17785 26054 1403 26129 15477 829 20031 5674 24077 21417 17021 23320 8531 26360 18004 17506 539 15673 21429 403 16645 2569 22146 25710 13176 20581 9934 11560 25852 23532 7771 15717 4585 7770 7194 14936 22411 313 26077 16466 19335 13704 6228 17132 11069 14112 18051 20515 22671 23116 24241 1820 2240 7559 7675 8622 16674 20847 23248 2143 2710 24768 4593 17478 22199 16968 11596 14712 5610 1214 14734 14404 3265 10730 3245 20460 11467 277
home-insurance	idx_2363 idx_3205 idx_136 idx_21593 idx_382 idx_38342 idx_19915 idx_307 idx_1987 idx_4348 idx_8641	12753	20201 12326 26839 8767 224 2048 25164 12354 15925 18422 3107 11750 11594 11738 20076 19600 23050 25335 11116 23490 25538 6242 1783 14441 14912 22082 8794 4514 25739 15668 12698 20579 8974 3288 19151 1507 14266 12369 9587 23641 23390 9948 20580 1191 12310 18195 2715 13756 5006 5031 6621 13672 23978 21671 8272 13671 15473 27076 170 103 11600 10546 21648 2626 26912 10309 15911 23850 11546 4241 26453 7886 14167 87 15382 6149 22636 21060 4041 16844 11820 20316 13410 4380 14292 19349 22882 9571 12356 26418 9088 15824 26986 2878 20241 85 20543 21042 7633 26560
health-insurance	idx_11974 idx_510 idx_2130 idx_15724 idx_31 idx_441 idx_136 idx_8641	5377 12601 9291	14557 25997 27297 324 12106 25416 20118 12203 15480 8634 21782 15669 22312 22102 5467 1281 17528 21919 14987 9546 2974 7297 25013 24237 559 923 26865 6443 17195 17530 9678 20043 25722 21950 26554 5089 24626 8953 26177 22538 17710 1712 5613 14276 20382 21381 20954 5888 5717 20453 19749 8384 22550 24092 27158 4342 4155 22218 22393 25510 24199 13936 13603 21669 23520 5020 13730 24817 25281 12402 22541 20855 17712 18483 10167 16555 9145 27202 10772 10966 13984 4951 14664 10541 17373 12032 26511 24332 1677 15610 20868 26444 15148 12829 8936 4312 25792 21209 24865 12634
medicare-insurance	idx_1285 idx_3815 idx_342 idx_5784 idx_8641	20050	26987 12670 4850 14224 23080 18958 13708 7161 16987 23383 5818 18565 21916 9217 22807 16879 5054 22253 25081 1338 25538 5276 23943 12775 20050 10299 26931 3630 12033 21171 25162 3101 10037 17658 17933 19138 22730 25055 9751 376 17446 25314 3647 1173 9250 12379 12412 15533 15362 15325 3026 12156 24478 16413 15559 22467 18726 25068 22756 9827 3876 15007 23445 8185 20715 6336 16788 25807 20531 8053 21644 24294 2231 5794 9374 3739 13070 16990 20118 18976 6594 10206 13009 138 8538 13987 26285 9836 9952 4499 20800 343 2322 3663 5028 5905 10067 11226 11721 11943
disability-insurance	idx_3815 idx_3481 idx_8882 idx_76 idx_9812 idx_607 idx_432 idx_136 idx_8641	6935	5907 15675 26211 1315 24341 18359 25336 3343 14382 26402 10903 165 22246 22585 4836 13314 16426 9440 6934 5443 20011 24817 766 22258 25954 4721 13652 15581 20959 8171 9054 19658 10805 2966 19323 6935 13794 15694 20192 1255 10143 15364 4960 21319 2153 1123 6396 15642 26499 27205 7645 9013 1892 9685 11822 4318 17396 21959 18085 13845 18889 13143 24523 4517 742 18704 16942 25435 10005 8584 1865 4305 19107 18156 25630 614 1025 18796 10519 1821 12250 5696 15271 24823 2109 6557 22716 14351 11766 12912 22578 6761 16913 7459 11012 12387 13699 25006 25614 8023
disability-insurance	idx_3815 idx_432 idx_136 idx_25952 idx_8641	13633	21877 14085 22490 25806 11300 13905 26503 18111 15729 24383 13903 614 9899 851 21843 8357 22635 22578 5576 16652 25387 3913 5338 10469 13633 20054 26897 1757 4556 17110 22991 23729 1555 1878 2450 7232 10095 10749 11062 11230 13864 15446 17077 17309 21138 22773 22789 25269 26158 5354 13635 702 9286 9753 24 1265 10118 11762 15241 15844 18390 2433 4631 12656 22289 22977 24181 25689 25727 21984 3188 9804 10456 11391 12234 13539 19043 19744 2670 26463 20176 27205 24626 15255 6321 11039 20589 24248 26281 25991 23787 10367 13142 9167 14611 10669 25076 21687 10794 26079
life-insurance	idx_1632 idx_6214 idx_22114 idx_448 idx_136 idx_1233 idx_99 idx_6132 idx_8641	13338 12810 3011	4395 5805 12166 16998 23405 5262 14032 8497 10638 17008 10262 26426 2849 15805 7526 14736 3938 24011 25629 6405 4138 25559 5954 23171 24244 4957 6054 11233 17262 25995 21219 7164 18109 1364 20093 26946 17352 11403 11934 3227 5884 26365 8729 25986 8885 25328 15537 2296 18225 21504 3011 22281 10651 15008 3819 26702 12699 26445 1229 6422 1924 20108 7212 27413 7917 19328 15200 11426 378 14653 15782 7492 2778 6028 17196 3301 242 4404 17109 26255 15128 25458 2493 15234 1554 6552 526 15139 16902 15661 12767 26451 25402 9723 26901 19751 22634 6822 22943 14147
health-insurance	idx_1285 idx_3815 idx_382 idx_441 idx_136 idx_15312 idx_4560 idx_56347 idx_8641	23154	23154 847 1023 8270 15738 17561 8321 25863 12123 6175 13900 22274 22444 24422 21937 15567 24389 6330 16676 14959 23940 23612 17843 21018 16516 16388 13548 220 14022 18368 11924 14472 3956 9687 11653 16265 5955 14425 1268 16282 15422 16675 26780 23378 5721 20894 15794 14518 4085 15057 6317 4435 2558 12908 13386 22939 3630 18265 6165 11399 1036 17985 3706 26539 26752 12345 16214 5770 11739 12548 24192 23619 25310 27134 12103 5096 5355 7032 3892 14571 3614 4775 8547 12717 7672 20466 23067 15490 20532 11236 9505 23518 15255 2895 4959 1778 25663 9207 88 9043
renters-insurance	idx_3019 idx_49 idx_49613 idx_3466 idx_1834 idx_999 idx_136 idx_8641	7149 12329	3430 3501 7630 9130 11737 4490 18049 27413 18473 17382 24206 8329 11573 13244 24241 4409 16831 23451 22535 12329 9293 3741 9962 4783 10937 3941 10241 16131 21474 3292 23020 2276 9841 9846 13892 7332 7465 1859 810 17402 19901 10790 13115 22792 26906 21482 21958 5940 3931 26512 18892 19301 18744 26006 14564 12048 24519 10875 12888 1117 4814 22607 24916 12302 4298 14879 164 20636 20051 21201 3624 24630 3218 26231 2867 7542 13558 26507 16448 17855 19657 13272 13146 14355 26739 22506 20235 729 2735 24330 1336 7206 19553 15588 24533 2316 5829 20026 1916 13198
home-insurance	idx_11974 idx_510 idx_7496 idx_2177 idx_136 idx_22278 idx_8641	21999 6714 21723	14959 17072 1697 9118 8219 4843 17728 4464 13457 5721 882 22635 16047 8984 21912 7965 20173 25220 21495 17293 14706 21984 5089 8595 4360 5933 11809 15636 17776 6823 19725 22846 25663 6622 5365 8397 19593 25367 667 5239 12416 17241 3636 24505 7281 5749 1864 13362 3129 6571 8510 24725 13112 4061 5530 16548 18686 16211 10417 754 1559 20366 230 6587 18072 22366 15097 7679 7409 1000 14611 18966 20588 2999 9032 24762 18095 25545 7401 16709 26252 9434 7324 10016 22312 9665 14255 6002 24212 22617 4736 6129 15114 14303 11682 4751 12340 21816 17855 10880
life-insurance	idx_3189 idx_7494 idx_1690 idx_448 idx_136 idx_8641	9613	26422 2027 6551 22651 26625 19342 21459 15502 11827 237 3227 6797 12407 1179 11628 8043 7036 15511 9612 12905 17609 22308 26466 26488 6220 7280 7154 5972 4098 1568 627 25070 20093 490 5361 11691 12282 24721 7176 19735 25537 2974 21724 5002 23981 24258 27048 5064 16710 11222 17140 2127 8253 7502 8812 9633 10204 11299 14320 19703 24986 20781 12105 23197 24740 26738 19806 3604 22670 7868 22902 12554 1171 9846 18817 21591 20380 17949 9613 15492 15087 22558 8055 6092 12756 25747 289 22339 6081 4395 9395 9380 20571 20246 26012 14720 11784 4163 17267 1910
retirement-plans	idx_1632 idx_604 idx_510 idx_2111 idx_31 idx_2971 idx_8641	13882 24144	22943 7297 4395 12166 10794 25629 5712 2032 17008 21822 15877 18138 13506 23647 8802 1904 12767 25422 15150 10018 23851 23299 10212 4337 25446 3938 11700 4977 12736 8356 10604 5724 14140 25009 7283 17044 1089 12277 26764 22125 5262 22490 3227 21209 22218 13388 25722 5805 6722 12037 2540 27202 22061 27128 20452 20108 334 22556 12799 25799 3608 1162 10892 3792 24353 5120 20387 159 25281 3499 3364 6972 27206 3941 6219 23489 13874 24342 8180 23338 10638 16166 324 923 9758 10262 5898 9804 4188 26193 16131 14000 1769 11047 16692 17416 24248 11814 4210 1229
auto-insurance	idx_8975 idx_3815 idx_76 idx_66519 idx_9524 idx_4883 idx_136 idx_8641	22750	22531 24554 16998 14549 9536 9478 23868 24256 15879 10412 18986 970 25332 9866 16100 9818 16878 11489 3072 12491 472 22067 4010 23448 6644 15178 25392 26776 3488 24492 12552 3512 4767 23392 6887 6505 20803 15720 13430 11954 15608 14539 23534 27405 13078 13183 11461 641 18750 5085 3275 413 7148 17917 19302 20265 5551 20056 27174 17613 13458 8069 23465 17573 24140 22072 22750 16270 18259 27167 17817 23262 23675 3268 24408 7163 3273 11178 1141 22966 17643 13377 17912 12341 347 26665 1880 14437 21188 5182 15299 23903 5754 26533 24382 8883 11167 8932 9685 19795
medicare-insurance	idx_1285 idx_3815 idx_12783 idx_31 idx_467 idx_115 idx_661 idx_8641	17555	10330 19537 17555 12376 3685 6215 8765 26091 23154 23296 15154 11616 22793 4072 18215 14616 11935 8402 17126 2967 5779 21639 26281 10866 8718 14522 22292 26581 9399 12939 12961 17294 20334 12926 18645 1718 2707 23241 9715 6066 15211 16696 18397 27112 20450 5795 14314 18977 5137 4419 20022 17058 19612 2722 19104 21752 11177 14543 25987 23689 18829 15879 11249 1446 1986 3669 16855 22789 23053 7565 10847 25638 24386 15557 20168 10800 4614 4994 9121 19529 9832 22905 11455 19476 19004 10492 13518 3885 7164 26352 5603 14387 15244 27084 9007 11640 20231 1186 4339 8112
renters-insurance	idx_1632 idx_510 idx_55333 idx_382 idx_999 idx_136 idx_15312 idx_8641	16207	18742 2321 2235 3157 13045 3706 5683 14022 6650 16339 25091 9913 9814 2689 17034 15057 26499 19814 9342 24427 18118 18670 15641 25711 11692 26739 24916 6012 24389 15255 20703 24749 3478 11707 13119 10707 17030 18265 1355 5812 19956 17855 17251 26188 19553 9505 19816 150 21707 6703 13063 13501 24322 14211 21849 2558 15892 24346 21979 26015 6317 20855 13542 5505 17537 25310 2316 20963 2035 3246 7768 13983 1919 13586 17693 24758 6155 9616 20689 21735 9427 866 18225 25173 26541 17153 11278 11325 14964 1567 25153 10727 16282 16998 14596 19021 2392 7591 13386 22782
life-insurance	idx_1285 idx_1233 idx_99 idx_6132 idx_510 idx_14664 idx_1643 idx_5438 idx_448 idx_136 idx_8641	2894	16681 23171 14032 16998 2778 7164 26451 27029 19342 15378 6054 15087 4924 8729 25986 8804 1364 17352 24748 20799 27209 20093 17044 242 20174 12423 4957 18628 5671 6071 11223 17432 14034 7280 2825 6122 10951 26514 14562 27115 12497 9573 1458 18398 17445 15471 21294 24851 3604 15200 18749 5001 18339 26992 2147 25831 17196 9612 15148 7767 5237 15805 26255 14533 15229 24011 25450 16688 17750 7738 8812 16694 2788 26579 5007 11173 20150 579 1350 4138 17090 6220 9165 6149 15057 16259 13341 9854 24647 16861 10078 21489 16292 14387 12141 21241 25375 2517 6293 6822
auto-insurance	idx_1285 idx_3815 idx_76 idx_66507 idx_4348 idx_136 idx_450 idx_57 idx_42001 idx_8641	16895	14410 27338 21738 10144 16670 23171 7535 19683 21468 1601 10290 7031 6593 9282 15226 406 16345 21341 19207 26 4796 12686 5549 5248 7479 8024 17058 13470 518 11585 21748 20439 12096 4509 27218 17594 18567 6263 4259 2778 11557 16646 3451 20847 27205 24996 8415 1729 14571 2004 209 3101 1157 24798 23969 7541 11147 24682 6051 24909 3166 19476 25389 26591 23215 25878 20655 862 10313 17660 22983 9217 16989 1682 7999 11830 22510 27213 613 7125 17602 21099 6470 13936 15096 20246 15438 23703 21882 26876 22014 20393 689 9225 16006 19978 9371 21082 6970 8105
home-insurance	idx_1010 idx_2177 idx_15205 idx_136 idx_21593 idx_15886 idx_7575 idx_8641	3321	5723 18919 13127 10619 26560 24909 18015 3107 15097 17892 7401 4158 6593 27100 10546 19140 14153 24414 26885 3422 12062 4592 16868 23558 18666 21163 14959 23978 22132 20566 12415 22563 18962 17759 24462 1052 18697 24698 12457 13412 20579 8747 25298 14955 4519 19978 9785 1251 25800 8510 15794 17424 5721 7738 3983 14673 7107 8449 17436 11813 25704 1332 6875 20199 25446 25684 15547 8392 16548 6729 10825 23550 21377 18105 17013 18892 1528 6222 18910 15840 20288 25820 5239 12416 943 18548 9617 15422 16128 254 2234 6478 12503 19002 8658 9307 15071 2791 10365 20022
life-insurance	idx_3189 idx_1233 idx_14252 idx_8080 idx_8666 idx_31 idx_448 idx_136 idx_8641	21908 9324	24851 15009 22398 6427 24669 17873 12445 10887 21807 22444 12772 2640 3883 21771 5412 24615 6640 14388 12274 4292 17456 21773 5872 25557 10224 10288 24496 6194 948 16794 11313 7380 18957 22675 2636 18905 27298 12551 15481 11868 23832 1550 27203 8852 16455 11164 12254 6536 14475 11323 18984 4547 24719 3078 1184 2869 5045 12317 19616 21908 2978 12905 26466 16360 24024 5937 24283 15087 3271 20093 19224 4655 4094 23362 9846 14514 14081 19244 6593 6716 11020 18683 8283 19406 16036 8367 5159 12374 20319 15042 19332 10072 21393 17924 12678 20058 7803 17750 26772 19806
retirement-plans	idx_3019 idx_49 idx_4928 idx_5162 idx_1251 idx_6010 idx_8641	21244 24180	24693 18271 810 10379 13305 12799 10814 15765 13808 15316 11133 4210 23136 20673 18253 662 679 23851 2960 23358 4768 9775 26066 5094 3499 24839 20837 24353 5534 14019 19099 27114 21958 26934 1554 6692 15669 5265 27039 16970 3799 10418 7771 27413 4490 24028 9614 22461 27025 18301 20984 6958 12299 22312 26063 4954 17819 4155 11573 5467 5011 6972 8211 3095 18649 10614 13262 12625 237 15300 8812 26269 3208 1008 22825 8000 1981 15890 4932 25960 227 832 23628 20549 27297 1423 26456 10468 400 8966 20365 10829 8443 2423 15150 16615 19177 11814 20364 2240
health-insurance	idx_1285 idx_3815 idx_76 idx_1039 idx_441 idx_136 idx_31 idx_16424 idx_9123 idx_15205 idx_8641	23031 14028	25446 23516 25922 10595 6885 25388 16678 15582 7657 14641 2704 4765 5969 11667 17241 3229 27318 5383 27107 20588 25423 3936 16676 16538 16337 20335 7067 3179 20449 13856 5020 18398 21163 3989 23323 20485 18740 23167 7073 20650 7928 22085 3637 7754 34 2751 13475 18226 20359 14611 3719 340 8883 8183 25315 25928 22561 21860 11044 3297 16890 1281 24110 1954 2528 23584 23787 7418 2634 4454 472 943 14353 19052 8511 21873 16381 15561 19502 3706 23031 9691 12570 22962 26430 24952 14404 4867 1827 18260 22055 699 15471 6233 13474 3788 21877 9571 25794 9282
disability-insurance	idx_1285 idx_67929 idx_1233 idx_99 idx_6132 idx_510 idx_14664 idx_1643 idx_432 idx_136 idx_8641	26351	19342 1499 14032 23171 18398 6054 2778 7164 12497 15378 4924 12206 16681 1364 5006 26451 16998 10992 14653 8729 23132 13474 242 20174 17743 485 19723 20799 4816 11223 429 3895 17432 18687 14034 5641 2825 1655 6071 10951 15877 17196 17352 20093 4013 22444 15162 26992 27205 9422 17517 17573 13653 26574 8761 18749 5001 10794 2032 18339 2147 3458 21314 26950 6904 5880 5237 7416 26255 18889 27115 24011 22490 5576 21822 17044 3055 6286 2788 25986 6473 20483 20150 372 21760 10371 4959 12106 12423 13341 21303 23220 24851 7557 15471 6481 10337 16561 25773 3883
long-term-care-insurance	idx_3815 idx_604 idx_605 idx_891 idx_136 idx_32793 idx_76 idx_9716 idx_8641	20677	17044 25722 20363 8637 1904 9547 10711 11643 12460 19238 1125 4366 16639 20677 10830 23825 17842 25136 3646 4801 14634 6479 11973 19090 23689 9067 26187 12423 544 11267 22129 12966 23997 10597 8971 24165 20022 6904 3268 12503 20443 9489 1398 13887 9053 27026 6429 16357 22364 6071 8427 14415 921 2212 9852 24722 1092 1879 19867 26405 20277 17498 345 19549 8030 20057 20419 5646 24494 790 18688 11569 17695 10031 13538 22507 23614 13596 18613 5398 11398 23015 25865 25422 26546 17662 7389 14491 10491 572 1105 650 2812 16054 24248 17288 6349 4151 22091 11375
life-insurance	idx_1285 idx_3815 idx_76 idx_66415 idx_1077 idx_382 idx_448 idx_136 idx_6389 idx_8641	6430 20141 16661	20960 20141 11319 16558 26361 3315 21752 9555 22625 15944 15569 15793 5813 5081 10043 12096 18073 25884 175 23277 14874 8321 22828 25974 8801 17788 13668 20669 6459 15181 19514 984 1855 10794 9711 5116 14251 6968 7081 10165 15769 7738 20783 12036 15190 18704 23088 24200 22085 25086 943 21458 3590 12926 15228 19229 23312 11908 19284 4766 21631 24263 26576 25950 27015 12567 4716 6000 10993 14547 16420 13895 4202 1790 4297 25422 19249 5607 1225 10669 11553 4586 4850 7107 13242 26186 20000 1655 23518 6726 20803 14531 16580 40 1323 8880 12659 13821 6631 12772
health-insurance	idx_4114 idx_5775 idx_441 idx_136 idx_23093 idx_8322 idx_8641	9246	13449 3913 18514 17714 18233 8815 14466 24664 25353 25919 508 8377 17730 10253 8008 874 25063 25527 24715 9246 7993 23518 25412 26492 24141 20828 5608 12108 14898 15523 13094 16088 17485 1299 14928 11909 27143 22508 5062 15375 25382 14914 19489 27018 11166 24012 7754 12843 758 7826 22203 17769 12687 5012 16771 17268 26137 19509 9548 1249 694 20291 18658 554 10472 11326 14765 12515 15198 18161 8383 16026 10687 16052 17099 18235 6627 17235 13093 14036 21141 12957 18385 19098 4105 16310 520 2120 22687 26125 22908 15955 7219 2875 3816 18521 21739 2748 8129 11506
home-insurance	idx_2363 idx_382 idx_68191 idx_68192 idx_13909 idx_3205 idx_136 idx_8641	10720	10720 11153 26252 1467 1984 19937 7342 16527 8431 22161 9819 8591 11940 27396 7957 11115 14673 18522 8802 12826 1880 27015 21835 8063 11471 7189 11576 24427 11974 18516 19541 6346 26086 9575 24817 14211 13260 25449 5595 17623 24346 12474 26896 6259 12533 5688 12281 20703 25742 579 18096 20579 12605 6748 6944 6706 18528 20201 9477 22690 637 8970 8340 14829 22310 18666 5721 353 2883 13976 18213 26419 23452 25958 1354 556 14002 7059 16975 3107 15838 8174 17214 6478 20241 20445 9296 10603 2004 13323 19876 17538 358 15599 12501 1744 311 7196 13581 18248
